committee_name,person_name,end_date,source_url,organization_id,role,start_date
NCOP Security and Constitutional Development,Matome Humphrey Mokgobi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1054,za.org.pa.www/core_organisation/208,Member,
Public Accounts Committee,Max Ozinsky,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1451,za.org.pa.www/core_organisation/686,Committee Member,
Standing Committee on Agriculture and environmental Planning,Max Ozinsky,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1451,za.org.pa.www/core_organisation/687,Alternate Member,
Community Safety and Liason Committee,M.B. Gwala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1909,za.org.pa.www/core_organisation/734,Committee Member,
Finance Committee,M.B. Gwala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1909,za.org.pa.www/core_organisation/740,Alternate Member,
Loc Gvt & Traditional Affairs,M.B. Gwala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1909,za.org.pa.www/core_organisation/741,Alternate Member,
Premier and Royal Household Committee,M.B. Gwala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1909,za.org.pa.www/core_organisation/738,Committee Member,
SCOPA Committee,M.B. Gwala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1909,za.org.pa.www/core_organisation/736,Alternate Member,
Community Safety and Liason Committee,Muntukayise Bhekuyise Ntuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1910,za.org.pa.www/core_organisation/734,Committee Member,
Conservation and Environment Committee,Muntukayise Bhekuyise Ntuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1910,za.org.pa.www/core_organisation/735,Committee Member,
Premier and Royal Household Committee,Muntukayise Bhekuyise Ntuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1910,za.org.pa.www/core_organisation/738,Committee Member,
Community Safety and Liason Committee,Muntukayise Bhekuyise Ntuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1910,za.org.pa.www/core_organisation/734,Chair,
Transport Committee,Muntukayise Bhekuyise Ntuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1910,za.org.pa.www/core_organisation/737,Committee Member,
Rules Committee,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/681,Committee Member,
Standing Committee on Cultural Affairs and Sport,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/708,Committee Member,
Standing Committee on Human Settlement,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/696,Committee Member,
Standing Committee on Local Government Oversight,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/697,Committee Member,
Conduct Committee,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/679,Alternate Member,
Standing Committee on Finance and Economic Development,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/695,Alternate Member,
Standing Committee on Local Government,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/698,Committee Member,
Budget Committee,Mbulelo Ncedana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1457,za.org.pa.www/core_organisation/693,Committee Member,
NCOP Labour and Public Enterprises,Mbuyiselo Patrick Jacobs,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1034,za.org.pa.www/core_organisation/203,Member,
NCOP Public Services,Mbuyiselo Patrick Jacobs,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1034,za.org.pa.www/core_organisation/206,Member,
Standing Committee on Health,Mcebisi Skwatsha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1460,za.org.pa.www/core_organisation/692,Committee Member,
Conduct Committee,Mcebisi Skwatsha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1460,za.org.pa.www/core_organisation/679,Alternate Member,
Standing Committee on Local Government,Mcebisi Skwatsha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1460,za.org.pa.www/core_organisation/698,Alternate Member,
Standing Committee on Human Settlement,Mcebisi Skwatsha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1460,za.org.pa.www/core_organisation/696,Alternate Member,
Human Settlement Committee,Mbalenhle Cleopatra Frazer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1912,za.org.pa.www/core_organisation/748,Committee Member,
Public Works Committee,Mbalenhle Cleopatra Frazer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1912,za.org.pa.www/core_organisation/752,Chair,
Public Works Committee,Mbalenhle Cleopatra Frazer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1912,za.org.pa.www/core_organisation/752,Committee Member,
Education Committee,Mbalenhle Cleopatra Frazer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1912,za.org.pa.www/core_organisation/750,Committee Member,
Sports and Recreation Committee,Mbalenhle Cleopatra Frazer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1912,za.org.pa.www/core_organisation/749,Alternate Member,
Finance Committee,M.E. Buthelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1913,za.org.pa.www/core_organisation/740,Committee Member,
Premier and Royal Household Committee,M.E. Buthelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1913,za.org.pa.www/core_organisation/738,Alternate Member,
Quality of Life Committee,M.E. Buthelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1913,za.org.pa.www/core_organisation/746,Alternate Member,
SCOPA Committee,M.E. Buthelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1913,za.org.pa.www/core_organisation/736,Committee Member,
Social Development Committee,M.E. Buthelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1913,za.org.pa.www/core_organisation/747,Committee Member,
Agriculture and Rural Development Committee,M.E. Dlungwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1914,za.org.pa.www/core_organisation/733,Alternate Member,
Economic Development and Tourism Committee,M.E. Dlungwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1914,za.org.pa.www/core_organisation/739,Committee Member,
Human Settlement Committee,M.E. Dlungwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1914,za.org.pa.www/core_organisation/748,Committee Member,
Public Works Committee,M.E. Dlungwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1914,za.org.pa.www/core_organisation/752,Committee Member,
"Agriculture, Forestry and Fisheries",Meriam Nozibonelo Phaliso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/890,za.org.pa.www/core_organisation/155,Member,
Correctional Services,Meriam Nozibonelo Phaliso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/890,za.org.pa.www/core_organisation/172,Member,
Constitutional Review Committee,Mgolodi Moses Dikgacwi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/598,za.org.pa.www/core_organisation/170,Member,
Sport and Recreation,Mgolodi Moses Dikgacwi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/598,za.org.pa.www/core_organisation/239,Member,
Finance Committee,Magesvari Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1905,za.org.pa.www/core_organisation/740,Committee Member,
Health Committee,Magesvari Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1905,za.org.pa.www/core_organisation/744,Chair,
Health Committee,Magesvari Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1905,za.org.pa.www/core_organisation/744,Committee Member,
Human Settlement Committee,Magesvari Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1905,za.org.pa.www/core_organisation/748,Alternate Member,
Conservation and Environment Committee,Magesvari Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1905,za.org.pa.www/core_organisation/735,Alternate Member,
SCOPA Committee,Magesvari Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1905,za.org.pa.www/core_organisation/736,Committee Member,
Public Works Committee,Magesvari Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1905,za.org.pa.www/core_organisation/752,Committee Member,
Select Committee On Education And Recreation,Michael Jacobs Roland De Villiers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1026,za.org.pa.www/core_organisation/109,Member,
Select Committee On Social Services,Michael Jacobs Roland De Villiers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1026,za.org.pa.www/core_organisation/87,Member,
"Select Committee on Women, Children and People with Disabilities",Michael Jacobs Roland De Villiers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1026,za.org.pa.www/core_organisation/119,Member,
NCOP Education and Recreation,Michael Jacobs Roland De Villiers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1026,za.org.pa.www/core_organisation/201,Member,
NCOP Social Services,Michael Jacobs Roland De Villiers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1026,za.org.pa.www/core_organisation/209,Member,
"NCOP Women, Children and People with Disabilities",Michael Jacobs Roland De Villiers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1026,za.org.pa.www/core_organisation/211,Member,
Joint Committee on HIV and AIDS,Michael Jacobs Roland De Villiers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1026,za.org.pa.www/core_organisation/188,Member,
Budget Committee,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/693,Committee Member,
Chairpersons’ Forum,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/694,Committee Member,
Standing Committee on Agriculture and environmental Planning,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/687,Committee Member,
Standing Committee on Finance and Economic Development,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/695,Committee Member,
Standing Committee on Local Government Oversight,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/697,Committee Member,
Standing Committee on Local Government,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/698,Committee Member,
and Public Works,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/710,Committee Member,
Public Accounts Committee,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/686,Alternate Member,
Standing Committee on Human Settlement,Michael Walters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1465,za.org.pa.www/core_organisation/696,Alternate Member,
Social Development,Michael Waters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/998,za.org.pa.www/core_organisation/238,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Michael Waters,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/998,za.org.pa.www/core_organisation/143,Member,
Rules Committee,Millicent Tingwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1467,za.org.pa.www/core_organisation/681,Committee Member,
Public Accounts Committee,Millicent Tingwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1467,za.org.pa.www/core_organisation/686,Alternate Member,
Standing Committee on Education,Millicent Tingwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1467,za.org.pa.www/core_organisation/689,Committee Member,
Human Settlement Committee,Mbongeleni Joshua Mazibuko,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1916,za.org.pa.www/core_organisation/748,Committee Member,
Transport Committee,Mbongeleni Joshua Mazibuko,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1916,za.org.pa.www/core_organisation/737,Committee Member,
Economic Development and Tourism Committee,Mntomuhle Khawula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1906,za.org.pa.www/core_organisation/739,Alternate Member,
Education Committee,Mntomuhle Khawula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1906,za.org.pa.www/core_organisation/750,Committee Member,
Sports and Recreation Committee,Mntomuhle Khawula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1906,za.org.pa.www/core_organisation/749,Alternate Member,
Arts and Culture Committee,Mntomuhle Khawula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1906,za.org.pa.www/core_organisation/742,Alternate Member,
Transport Committee,Mntomuhle Khawula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1906,za.org.pa.www/core_organisation/737,Alternate Member,
Economic Development,Mkhuleko Hlengwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/657,za.org.pa.www/core_organisation/175,Member,
Sport and Recreation,Mkhuleko Hlengwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/657,za.org.pa.www/core_organisation/239,Member,
Portfolio Committee On Justice and Constitutional Development,Mlindi Advent Nhanha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856,za.org.pa.www/core_organisation/131,Member,
Defence and Military Veterans,Mlindi Advent Nhanha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856,za.org.pa.www/core_organisation/174,Member,
