Status,TelephoneNumber,AlphaCode,Branches,RoleDescription,CustomerAlphaCode,FaxNumber,MasterID,EmailAddress,RegistrationNumber,LongName,PostalAddress,source_url,NatureOfBusiness,PhysicalAddress,Website
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2205,,,
Current,,IFMSA1,,Interest Rate Issuer,IFMSA1,,2921,,2002/011936/07,INTER FERRO METALS (SA) (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2921,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2921,,,
Current,+27 18 771 8100,MDI,,Equity Issuer,MDI,+27 18 771 5156,3635,info@masterdrilling.com,2011/008265/06,MASTER DRILLING GROUP LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3635,"Master Drilling Group Limited is an investment holding company, whose subsidiary companies provide specialised
drilling services to major, mid-tier and junior mining and exploration companies as well as providing services for civil
engineering applications in a variety of emerging markets.",,http://www.masterdrilling.com
Current,,GT,,Audit Firm,GT,,3682,,903485,GRANT THORNTON,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3635,,,
Current,+27 11 809 7500,SPSAS,,Sponsor,SPSAS,+27 11 809 7726,789,info@sasfin.com,1951/002280/06,Sasfin Bank Ltd,PO Box 299     Johannesburg 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3635,,29 Scott Street WAVERLEY    Johannesburg 2090,http://www.sasfin.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3635,,,
Current,+27 21 809 6500,MDC,,Equity Issuer,MDC,+27 21 886 4037,1283,medimail@mediclinic.co.za,1983/010725/06,MEDICLINIC INTERNATIONAL LIMITED,PO Box 456     STELLENBOSCH 7599,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1283,"The main business of the Group is to enhance the quality of life of patients by the providing comprehensive, high-quality hospital services on a cost-effective basis.",Medi-Clinic Offices Strand Road    STELLENBOSCH 7600,http://www.mediclinic.com
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1283,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1283,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1283,,,
Current,+27 11 783 4780,MRF,,Equity Issuer,MRF,+27 11 783 4789,1549,ami@meraferesources.co.za,1987/003452/06,MERAFE RESOURCES LIMITED,PO Box 652157     BENMORE 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1549,"Merafe, through its wholly owned ultimate subsidiary, Merafe Ferrochrome and Mining Proprietary Limited (Merafe Ferrochrome) and through a pooling and sharing venture with Glencore Operations South Africa Proprietary Limited, participates in chrome mining and the beneficiation of chrome ore into ferrochrome. The Glencore-Merafe Chrome Venture (Venture) operates five ferrochrome smelters, twenty ferrochrome furnaces and nine mines and Merafe Ferrochrome’s share of the earnings before interest, taxation, depreciation and
amortisation (EBITDA) is 20.5%. The Venture comprises assets to which both Glencore and Merafe Ferrochrome have granted the right of use. Listed below are the assets to which Merafe Ferrochrome has granted the right of use to the Venture.","1st Floor, Block B 68 Wierda Road East Wierda Valley   SANDTON 2196",http://www.meraferesources.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1549,,,
Current,+27 11 305 5555,SPMLY,,Sponsor,DW,+27 11 305 5600,806,julia.benadie@baml.com,1995/001805/07,Merrill Lynch SA (Pty) Limited,PO Box 651987 Benmore    Johannesburg 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1549,,138 West Street Sandown    Sandton 2196,http://www.ml.com
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1549,,,
Current,+27 21 556 1555,MZR,,Equity Issuer,MZR,+27 21 556 1575,2543,info@mazor.co.za,2007/017221/06,MAZOR GROUP LIMITED,PO Box 60635     TABLE VIEW 7439,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2543,"Mazor is the holding company of a number of subsidiary companies principally engaged in construction activities, supply of aluminium fenestration and glass beneficiation in South Africa.",8 Monza Road Killarney Gardens    TABLE VIEW 7441,http://www.mazor.co.za
Current,,MAZ1,,Audit Firm,MAZ1,,3672,,2003/029561/07,Mazars Inc.,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2543,,,
Current,+27 11 268 6231,SPBRI,,Sponsor,SPBRI,+27 11 268 6538,787,enquiries@bridgecapital.co.za,1998/016302/07,Bridge Capital Advisors  (Pty) Ltd,PO Box 651010 Benmore    Johannesburg 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2543,,2nd Floor 27 Fricker Road Illovo   Johannesburg 2196,http://www.bridgecapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2543,,,
Current,,BIMCB,,Interest Rate Issuer,BIMCB,,3076,,2011/000031/00,MAURITIUS COMMERCIAL BANK LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3076,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3076,,,
Current,+27 011 2867000,INVS,,Warrant Issuer,INLP,+27 011 2867777,2225,snoik@investec.co.za,1969/004763/06,INVESTEC BANK LIMITED,PO Box 785700     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2225,,,http://www.investec.com
Current,,STRA,,Transfer Secretary,STRA,,859,,1998/022242/06,Strate,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2225,,,
Current,+27 11 646 3011,MTA,,Equity Issuer,MTA,+27 11 646 3102,1321,info@metair.co.za,1948/031013/06,METAIR INVESTMENTS LIMITED,PO Box 2077     SAXONWOLD 2132,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1321,"Metair Investments Limited (Metair) is a publicly owned company listed on the Johannesburg Stock Exchange. The group is
headquartered in Johannesburg and holds and manages a portfolio of companies that manufacture and distribute products
predominantly for the automotive industry. Metair started life more than 30 years ago as a supplier to Toyota SA, then a sister
company. Today, the group produces and supplies components to all of the major Original Equipment Manufacturers (OEMs) in
South Africa and Renault Dacia in Europe (with the acquisition of Rombat).",10 Anerley Road     PARKTOWN 2193,http://www.metair.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1321,,,
Current,+27 11 550 5000,ONE1,,Sponsor,ONE1,+27 11 550 5002,2855,info@onecapital.co.za,2000/023249/07,ONE CAPITAL (Pty) Ltd,PO Box 784573 Sandton    Johannesburg 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1321,,17 Fricker Road Illovo    Johannesburg 2196,http://www.onecapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1321,,,
Current,+27 11 286 7000,INVD,,Debt Issuer,INLP,+27 11 286 7777,3652,recruitment@investec.co.za,1969/004763/06,INVESTEC BANK LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3652,,,http://www.investec.com
Current,,STRA,,Transfer Secretary,STRA,,859,,1998/022242/06,Strate,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3652,,,
Current,+27 11 286 7000,INLD,,Debt Issuer,INL,+27 11 286 7777,3495,recruitment@investec.co.za,1925/002833/06,INVESTEC LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3495,,,http://www.investec.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3495,,,
Current,,BIML,,Interest Rate Issuer,METLIF,,3027,,1949/032491/06,Metropolitan Life Limited,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3027,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3027,,,
Current,+27 11 286 7000,IPF,,Equity Issuer,IPF,+27 11 286 7686,3003,,2008/011366/06,INVESTEC PROPERTY FUND LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3003,,,http://www.investecpropertyfund.com
Current,,E&Y,,Audit Firm,E&Y,,3680,,908201,ERNST & YOUNG INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3003,,,
Current,+27 11 286 7000,SPINV,,Sponsor,INLP,+27 11 286 7966,783,rsmith@investec.co.za,1969/004763/06,Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),PO Box 785700     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3003,,100 Grayston Drive Sandown    SANDTON 2196,http://www.investec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3003,,,
Current,+27 11 286 7621,INV,,Interest Rate Issuer,IPF,+27 11 291 1441,3472,,2008/011366/06,INVESTEC PROPERTY FUND LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3472,,,http://www.investecpropertyfund.com
Current,+27 11 286 9674,DSIBL,,Debt Sponsor,INLP,+27 11 286 7337,3509,Rubendra.naidoo@investec.co.za,1969/004763/06,INVESTEC BANK LTD,PO Box 785700     Sandton 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3472,,100 Grayston Drive Sandown    Sandton 2196,www.investec.co.za/ICIB
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3472,,,
Current,+27 11 3265083,BIMWS,,Interest Rate Issuer,MWS1,+27 11 7844755,3110,marlenec@psgcapital.com,2000/1443/07,Mine Waste Solutions (Pty) Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3110,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3110,,,
Current,+27 11 654 8000,MIX,,Equity Issuer,MIX,+27 11 6548122,2521,,1995/013858/06,MIX TELEMATICS LIMITED,PO Box 12326     VORNA VALLEY 1686,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2521,"MiX Telematics Limited is a holding company listed under the “MIX”
short code in the Business Support Services sector on the JSE
Limited (“JSE”). The Group’s activities focus on fleet and mobile
asset management solutions delivered as software-as a-service or
SaaS.",Matrix Corner Howick Close Waterfall Park   MIDRAND 1685,http://www.mixtelematics.com
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2521,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2521,,,
Current,+27 12 671 8911,MMI,,Equity Issuer,MIM,+27 12 675 3911,1289,info@mmiholdings.com,2000/031756/06,MMI HOLDINGS LIMITED,PO Box 7400     CENTURION 0046,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1289,"MMI Holdings Limited (MMI) is a South African based financial services group listed on the South African stock exchange, the JSE.",268 West Avenue     CENTURION 0157,http://www.mmiholdings.com
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1289,,,
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1289,,,
Current,+27 11 218 8000,MMG,,Equity Issuer,MMG,+27 11 218 8220,2030,info@micromega.co.za,1998/003821/06,MICROMEGA HOLDINGS LIMITED,Private Bag X9966     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2030,"MICROmega is a holding company with controlling interests in a number of operating subsidiaries. Our businesses are primarily focused on the provision of information technology, financial, occupational health & safety and labour supply services. MICROmega is a public company listed on the Johannesburg Stock Exchange under the support services sector.",66 Park Lane     SANDTON 2196,http://www.micromega.co.za
Current,,NSTA,,Audit Firm,NSTA,,3677,,921297,NEXIA SAB & T,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2030,,,
Current,+27 11 325 6363,MER,,Sponsor,MER,+27 11 325 6362,2636,info@merchantec.co.za,2008/014219/07,MERCHANTEC CAPITAL,PO Box 41480 Craighall    Johannesburg 2024,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2030,,"2nd Floor, North Block Hyde Park Office Towers Cnr 6th Road & Jan Smuts Avenue   Hyde Park 2196",http://www.merchantec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2030,,,
Current,+27 11 3788114,MEC,,Interest Rate Issuer,MEC,+27 11 6310594,2846,cynthia.heyneke@standardbank.co.za,1962/000271/07,MERCEDES-BENZ SOUTH AFRICA LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2846,,,http://www.mercedes-benz.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2846,,,
Current,+27 11 402 0342,ISIT,,Equity Issuer,ISIT,+27 11 425 8927,3698,jonathan@isitsaba.co.za,2012/149573/07,ISITSABA LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3698,,,http://www.isitsaba.com
Current,+27 11 294 4444,SPNED,,Sponsor,NBKE,+27 11 295 1111,810,doristh@nedbank.co.za,1951/000009/06,Nedbank Capital ( a division of Nedbank Ltd),PO Box 1144     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3698,,135 Rivonia Road Sandown    SANDTON 2196,http://www.nedbank.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3698,,,
