family_name,given_name,name,pa_url,summary,telephone_number,email,popit_id,source_url
Sisulu,Lindiwe Nonceba,Lindiwe Nonceba Sisulu,http://www.pa.org.za/person/lindiwe-nonceba-sisulu/,"Minister Sisulu was born on 10 May 1954. She holds an MA in History and an Mphil from the Centre for Southern African Studies, University of York. She was detained for political activism in 1975, and upon release she joined Umkhonto we Sizwe (MK). A keen student of history, she specialised on intelligence matters while undergoing military training. She taught history at various institutions in the southern Africa region during the 80s. She returned to SA in 1990 and became Personal Assistant to President Jacob Zuma as the (ANC) Head of Intelligence. Prior to her appointment as Minister of Public Service and Administration, she served government as a Deputy Minister of Home Affairs; Minister of Intelligence; Housing; and Defence. Source: (info.gov.za) 

Lindiwe Nonceba Sisulu's plenary attendance record for Feb-Apr [2013](/file_archive/lindiwe-nonceba-sisulu-attendance-2013 ""Sisulu's Attendance 2013"") and [2012](/file_archive/lindiwe-nonceba-sisulu-attendance-2012 ""Sisulu's Attendance 2012"").",,,za.org.pa.www/core_person/935,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/935
Mjobo,Lindiwe Ntombikayise,Lindiwe Ntombikayise Mjobo,http://www.pa.org.za/person/lindiwe-ntombikayise-mjobo/,"Lindiwe Ntombikayise Mjobo's plenary attendance record for Feb-Apr [2013](/file_archive/Lindiwe-Ntombikayise-Mjobo-Attendance-2013 ""Lindiwe Ntombikayise Mjobo Attendance"") and [2012](/file_archive/Lindiwe-Ntombikayise-Mjobo-Attendance-2012 ""Lindiwe Ntombikayise Mjobo Attendance"")",,lmjobo@parliament.gov.za,za.org.pa.www/core_person/787,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/787
,,Lindiwe Yapi,http://www.pa.org.za/person/lindiwe-yapi/,,073 187 5352,,za.org.pa.www/core_person/3763,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3763
Dube,Lindokuhle Cornelious,Lindokuhle Cornelious Dube,http://www.pa.org.za/person/lindokuhle-cornelious-dube/,,,,za.org.pa.www/core_person/4795,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4795
Dube,Lindokuhle Hyacinth,Lindokuhle Hyacinth Dube,http://www.pa.org.za/person/lindokuhle-hyacinth-dube/,,,,za.org.pa.www/core_person/4022,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4022
Nkwanyana,Lindokuhle Khayelihle,Lindokuhle Khayelihle Nkwanyana,http://www.pa.org.za/person/lindokuhle-khayelihle-nkwanyana/,,,,za.org.pa.www/core_person/4483,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4483
Ngamxeli,Lindokuhle,Lindokuhle Ngamxeli,http://www.pa.org.za/person/lindokuhle-ngamxeli/,,,,za.org.pa.www/core_person/4744,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4744
Ndabandaba,Lindumusa Bekizitha Gabriel,Lindumusa Bekizitha Gabriel Ndabandaba,http://www.pa.org.za/person/lindumusa-bekizitha-gabriel-ndabandaba/,"Mr Ndabandaba has extensive amount of experience in education. He has been a lecture at multiple universities as well as a teacher and counselor at various high schools. In 2004 Mr Ndabandaba became a Member of Executive Council on Agriculture & Environmental Affairs in the KwaZulu-Natal Provincial Government. In 2014 he was listed on the ANC's list of national parliamentary candidates. (Source: whoswho.co.za)

Lindumusa Bekizitha Gabriel Ndabandaba's plenary attendance record for Feb-Apr [2013](/file_archive/lindumusa-bekizitha-gabriel-ndabandaba-2013 ""lindumusa bekizitha gabriel ndabandaba"") and [2012](/file_archive/lindumusa-bekizitha-gabriel-ndabandaba-2012 ""lindumusa bekizitha gabriel ndabandaba"").",,lndabandaba@parliament.gov.za,za.org.pa.www/core_person/838,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/838
Dembese,Linge,Linge Dembese,http://www.pa.org.za/person/linge-dembese/,,,,za.org.pa.www/core_person/8998,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8998
Molebatsi,Linkie Elizabeth,Linkie Elizabeth Molebatsi,http://www.pa.org.za/person/linkie-elizabeth-molebatsi/,,,,za.org.pa.www/core_person/5102,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5102
Majwafi,Linkie Mmakema,Linkie Mmakema Majwafi,http://www.pa.org.za/person/linkie-mmakema-majwafi/,,,,za.org.pa.www/core_person/8814,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8814
Matsie,Linky,Linky Matsie,http://www.pa.org.za/person/linky-matsie/,,,,za.org.pa.www/core_person/5830,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5830
Maja,Linnette Ramadimetja,Linnette Ramadimetja Maja,http://www.pa.org.za/person/linnette-ramadimetja-maja/,,,,za.org.pa.www/core_person/7583,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7583
Gumbi,Lionel Themba,Lionel Themba Gumbi,http://www.pa.org.za/person/lionel-themba-gumbi/,,,,za.org.pa.www/core_person/7539,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7539
Masithela,Liphapang Alfred,Liphapang Alfred Masithela,http://www.pa.org.za/person/liphapang-alfred-masithela/,,,,za.org.pa.www/core_person/7407,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7407
Sabisa,Lipuleni,Lipuleni Sabisa,http://www.pa.org.za/person/lipuleni-sabisa/,,,,za.org.pa.www/core_person/6129,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6129
Mccarthy,Lisa,Lisa Mccarthy,http://www.pa.org.za/person/lisa-mccarthy/,,,,za.org.pa.www/core_person/7265,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7265
Maleke,Lisebo Aphaphia,Lisebo Aphaphia Maleke,http://www.pa.org.za/person/lisebo-aphaphia-maleke/,,,,za.org.pa.www/core_person/7065,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7065
Mfutwana,Lisolomzi Ebenizer,Lisolomzi Ebenizer Mfutwana,http://www.pa.org.za/person/lisolomzi-ebenizer-mfutwana/,,,,za.org.pa.www/core_person/7016,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7016
Gxasheka,Lisolomzi Msimelelo,Lisolomzi Msimelelo Gxasheka,http://www.pa.org.za/person/lisolomzi-msimelelo-gxasheka/,,,,za.org.pa.www/core_person/5639,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5639
Suka,Litho,Litho Suka,http://www.pa.org.za/person/litho-suka/,"Litho Suka's plenary attendance record for Feb-Apr [2013](/file_archive/Litho-Suka-Attendance-2013 ""Litho Suka"") and [2012](/file_archive/Litho-Suka-Attendance-2012 ""Litho Suka"").",,lsuka@parliament.gov.za,za.org.pa.www/core_person/959,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/959
Mngomezulu,Liver John,Liver John Mngomezulu,http://www.pa.org.za/person/liver-john-mngomezulu/,,,,za.org.pa.www/core_person/9440,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9440
Mabija,Livhuhani,Livhuhani Mabija,http://www.pa.org.za/person/livhuhani-mabija/,,,lmabija@parliament.gov.za,za.org.pa.www/core_person/1038,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1038
Tshirangwana,Livhuwani Rachel,Livhuwani Rachel Tshirangwana,http://www.pa.org.za/person/livhuwani-rachel-tshirangwana/,,,,za.org.pa.www/core_person/3973,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3973
Speelman,Lizell,Lizell Speelman,http://www.pa.org.za/person/lizell-speelman/,,,,za.org.pa.www/core_person/5043,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5043
Stander,Lizette,Lizette Stander,http://www.pa.org.za/person/lizette-stander/,,,,za.org.pa.www/core_person/6524,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6524
Williams,Lizo Alexandria,Lizo Alexandria Williams,http://www.pa.org.za/person/lizo-alexandria-williams/,,,,za.org.pa.www/core_person/7525,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7525
Makwela,Lizzy Matshego,Lizzy Matshego Makwela,http://www.pa.org.za/person/lizzy-matshego-makwela/,,,,za.org.pa.www/core_person/6810,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6810
Ditabo,Lizzy Ntombi,Lizzy Ntombi Ditabo,http://www.pa.org.za/person/lizzy-ntombi-ditabo/,,,,za.org.pa.www/core_person/8837,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8837
Mothlakoana,Lizzy Ntshokiye,Lizzy Ntshokiye Mothlakoana,http://www.pa.org.za/person/lizzy-ntshokiye-mothlakoana/,,,,za.org.pa.www/core_person/5854,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5854
De Klerk,Lourens Johannes,Lourens Johannes De Klerk,http://www.pa.org.za/person/lj-de-klerk/,,,,za.org.pa.www/core_person/1899,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1899
Johnson,Lydia,Lydia Johnson,http://www.pa.org.za/person/l-johnson/,,,,za.org.pa.www/core_person/1895,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1895
Tolo,L J,L J Tolo,http://www.pa.org.za/person/l-j-tolo/,,,,za.org.pa.www/core_person/974,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/974
Makgeta,Lleka Abram,Lleka Abram Makgeta,http://www.pa.org.za/person/lleka-abram-makgeta/,,,,za.org.pa.www/core_person/9482,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9482
Zwane,Lungelwa Lynette,Lungelwa Lynette Zwane,http://www.pa.org.za/person/ll-zwane/,,,,za.org.pa.www/core_person/1900,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1900
Odendaal,L M,L M Odendaal,http://www.pa.org.za/person/l-m-odendaal/,,,,za.org.pa.www/core_person/879,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/879
Mkhize,L N,Langalakhe Nicholas Mkhize,http://www.pa.org.za/person/l-n-mkhize/,,,,za.org.pa.www/core_person/789,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/789
,,L.N. Mkhize,http://www.pa.org.za/person/ln-mkhize/,,,,za.org.pa.www/core_person/1901,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1901
Van Wyk,Loamie,Loamie Van Wyk,http://www.pa.org.za/person/loamie-van-wyk/,,,,za.org.pa.www/core_person/9356,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9356
Morake,Lobisi,Lobisi Morake,http://www.pa.org.za/person/lobisi-morake/,,,,za.org.pa.www/core_person/9057,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9057
Kotze,Lodewiekus Daniel,Lodewiekus Daniel Kotze,http://www.pa.org.za/person/lodewiekus-daniel-kotze/,,,,za.org.pa.www/core_person/6702,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6702
Dikgope,Lolo Wilhemina,Lolo Wilhemina Dikgope,http://www.pa.org.za/person/lolo-wilhemina-dikgope/,,,,za.org.pa.www/core_person/8132,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8132
Mlombo,Lomavundo Thandi,Lomavundo Thandi Mlombo,http://www.pa.org.za/person/lomavundo-thandi-mlombo/,,,,za.org.pa.www/core_person/4234,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4234
Mkhwanazi,Londiwe Eugine,Londiwe Eugine Mkhwanazi,http://www.pa.org.za/person/londiwe-eugine-mkhwanazi/,,,,za.org.pa.www/core_person/6711,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6711
Gabokojwe,Loratang Creceldah,Loratang Creceldah Gabokojwe,http://www.pa.org.za/person/loratang-creceldah-gabokojwe/,,,,za.org.pa.www/core_person/8591,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8591
Moleleki,Lorato Virginia,Lorato Virginia Moleleki,http://www.pa.org.za/person/lorato-virginia-moleleki/,,,,za.org.pa.www/core_person/4587,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4587
Ho,Loretta,Loretta Ho,http://www.pa.org.za/person/loretta-ho/,,,,za.org.pa.www/core_person/8442,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8442
Jacobus,Loretta,Loretta Jacobus,http://www.pa.org.za/person/loretta-jacobus/,,,ljacobus@parliament.gov.za,za.org.pa.www/core_person/664,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/664
Mamphekgo,Loretta Satsope,Loretta Satsope Mamphekgo,http://www.pa.org.za/person/loretta-satsope-mamphekgo/,,,,za.org.pa.www/core_person/7147,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7147
Johnson,Lorezo Edward Eugene,Lorezo Edward Eugene Johnson,http://www.pa.org.za/person/lorezo-edward-eugene-johnson/,,,,za.org.pa.www/core_person/4068,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4068
Gqangeni,Lorna,Lorna Gqangeni,http://www.pa.org.za/person/lorna-gqangeni/,,,,za.org.pa.www/core_person/6816,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6816
Botha,Lorraine Juliette,Lorraine Juliette Botha,http://www.pa.org.za/person/lorraine-juliette-botha/,,,,za.org.pa.www/core_person/6275,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6275
Senamela,Lorraine Mathung,Lorraine Mathung Senamela,http://www.pa.org.za/person/lorraine-mathung-senamela/,,,,za.org.pa.www/core_person/8571,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8571
Mashiane,Lorraine Mmakgosi,Lorraine Mmakgosi Mashiane,http://www.pa.org.za/person/lorraine-mmakgosi-mashiane/,,,lmashiane@parliament.gov.za,za.org.pa.www/core_person/750,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/750
Skippers,Lorraine,Lorraine Skippers,http://www.pa.org.za/person/lorraine-skippers/,,,,za.org.pa.www/core_person/8936,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8936
Mathibedi,Lot Ratsela,Lot Ratsela Mathibedi,http://www.pa.org.za/person/lot-ratsela-mathibedi/,,,,za.org.pa.www/core_person/6493,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6493
Fortune,Louie,Louie Fortune,http://www.pa.org.za/person/louie-fortune/,,,,za.org.pa.www/core_person/8479,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8479
Nkala,Louie,Louie Nkala,http://www.pa.org.za/person/louie-nkala/,,,,za.org.pa.www/core_person/5692,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5692
,,LOUISA LORATO MABE,http://www.pa.org.za/person/louisa-lorato-mabe/,,,mabe@nwpl.org.za,za.org.pa.www/core_person/1425,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1425
Moloro,Louisa Nene,Louisa Nene Moloro,http://www.pa.org.za/person/louisa-nene-moloro/,,,,za.org.pa.www/core_person/8253,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8253
Sijaji,Louisa,Louisa Sijaji,http://www.pa.org.za/person/louisa-sijaji/,,,,za.org.pa.www/core_person/5530,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5530
Cilliers,Louisa Stella,Louisa Stella Cilliers,http://www.pa.org.za/person/louisa-stella-cilliers/,,,,za.org.pa.www/core_person/6436,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6436
Fourie,Louis Christoffel Mathys,Louis Christoffel Mathys Fourie,http://www.pa.org.za/person/louis-christoffel-mathys-fourie/,,,,za.org.pa.www/core_person/6298,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6298
Clarke,Louise,Louise Clarke,http://www.pa.org.za/person/louise-clarke/,,,,za.org.pa.www/core_person/8653,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8653
Olwagen,Louise,Louise Olwagen,http://www.pa.org.za/person/louise-olwagen/,,,,za.org.pa.www/core_person/4015,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4015
Gardiner,Louis,Louis Gardiner,http://www.pa.org.za/person/louis-gardiner/,,,,za.org.pa.www/core_person/8451,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8451
Kunene,Louis Nhlanhla,Louis Nhlanhla Kunene,http://www.pa.org.za/person/louis-nhlanhla-kunene/,,,,za.org.pa.www/core_person/7546,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7546
Timotheus,Louis Petrus,Louis Petrus Timotheus,http://www.pa.org.za/person/louis-petrus-timotheus/,,,,za.org.pa.www/core_person/7233,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7233
Ramono,Louis,Louis Ramono,http://www.pa.org.za/person/louis-ramono/,,,,za.org.pa.www/core_person/4454,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4454
Erasmus,Lourens Abraham,Lourens Abraham Erasmus,http://www.pa.org.za/person/lourens-abraham-erasmus/,,,,za.org.pa.www/core_person/9376,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9376
Erasmus,Lourens Jacobus,Lourens Jacobus Erasmus,http://www.pa.org.za/person/lourens-jacobus-erasmus/,,,,za.org.pa.www/core_person/9377,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9377
Bosman,Lourens Lemmer,Lourens Lemmer Bosman,http://www.pa.org.za/person/lourens-lemmer-bosman/,"Dr. Lourie Bosman is the current shadow Deputy Minister of Higher Education and Training. Dr. Bosman practiced as a pharmacist from 1965-1978, began farming cattle and maize in 1968 and ran a Brahman Stud on his farms in the Warmbath district. He has undertaken many roles over the years, becoming director of Northern Transvaal Co-op from 1990-1994, Chairperson of Waterberg/Warmbaths DAU from 1984-1990 and Transvaal Agricultural Union Northern Region Chairperson from 1988-1993. Furthermore, he was President of Agri Mpumalanga from 1998-2004, Deputy President of Agri SA from 2000-2004 and President of Agri SA from 2004-2008. He has served on numerous committees and in his community in various capacities over the years. A long standing member of the DA, Dr. Bosman was elected to Parliament in 2009. Source: DA (http://www.da.org.za) 

Andrew Dlamaini's plenary attendance record for Feb-Apr [2013](/file_archive/Lourens-Lemmer-Bosman-attendance-2013 ""Lourie Lemmar Bosman Attendance"") and [2012](/file_archive/Lourens-Lemmer-Bosman-attendance-2012 ""Lourie Lemmar Bosman Attendance"")",021 403 3558,lbosman@parliament.gov.za,za.org.pa.www/core_person/566,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/566
